job_title,company,location,experience_required,required_skills,num_skills_required,salary_inr,posted_year,remote
Full Stack Developer,Accenture,Pune,2-5 yrs,Git|SQL|Node.js,3,1441000.0,2024,Yes
DevOps Engineer,TCS,Ahmedabad,2-5 yrs,Linux|CI/CD|Docker|AWS|Python|Terraform,6,1334000.0,2024,No
Product Manager,Meesho,Remote,5-8 yrs,Stakeholder Management|Product Strategy|Roadmapping|SQL|Figma|A/B Testing,6,2288000.0,2024,Yes
DevOps Engineer,Zomato,Chennai,5-8 yrs,Linux|Kubernetes|AWS|Docker|CI/CD|Azure|Monitoring,7,2409000.0,2023,Yes
Cloud Architect,Infosys,Remote,0-2 yrs,AWS|Kubernetes|Azure|CI/CD|Linux,5,1908000.0,2023,Yes
Cybersecurity Analyst,Zomato,Bengaluru,2-5 yrs,Network Security|Penetration Testing|Linux|Python|Forensics,5,1501000.0,2023,Yes
Product Manager,Salesforce,Kolkata,8+ yrs,Data Analysis|Stakeholder Management|Agile|Roadmapping|Product Strategy|Jira|A/B Testing,7,2910000.0,2022,Yes
Full Stack Developer,Meesho,Mumbai,2-5 yrs,Docker|Node.js|JavaScript|Next.js|AWS|MongoDB,6,1470000.0,2024,Yes
Cloud Architect,Freshworks,Bengaluru,5-8 yrs,Kubernetes|Terraform|Networking|AWS|CI/CD|Docker|Security,7,3335000.0,2023,No
NLP Engineer,Amazon,Chennai,2-5 yrs,Machine Learning|Deep Learning|Transformers|Hugging Face|Spark,5,1701000.0,2022,No
Backend Developer,Wipro,Remote,8+ yrs,SQL|REST APIs|Git|Docker|Python|Redis|AWS,7,2016000.0,2022,Yes
UI/UX Designer,IBM,Chennai,0-2 yrs,Figma|HTML/CSS|Wireframing|User Research|Prototyping,5,747000.0,2022,Yes
Machine Learning Engineer,Salesforce,Ahmedabad,0-2 yrs,Deep Learning|Python|MLOps|Machine Learning|Docker,5,1528000.0,2023,No
Machine Learning Engineer,Razorpay,Hyderabad,5-8 yrs,Machine Learning|MLOps|Docker|Deep Learning|Kubernetes|AWS,6,2287000.0,2022,Yes
Full Stack Developer,Accenture,Ahmedabad,0-2 yrs,JavaScript|Docker|Git|Next.js|TypeScript,5,1103000.0,2022,Yes
Data Scientist,Google,Chennai,0-2 yrs,Python|Statistics|Data Visualization|SQL|NLP|Tableau,6,1076000.0,2024,Yes
Full Stack Developer,Adobe,Mumbai,0-2 yrs,Docker|React|SQL|Node.js|JavaScript|Next.js|AWS,7,1258000.0,2024,Yes
Product Manager,Wipro,Pune,0-2 yrs,Agile|Stakeholder Management|Product Strategy|User Research|Jira,5,1273000.0,2024,No
Cloud Architect,BYJU'S,Hyderabad,8+ yrs,GCP|Azure|Networking|AWS|Kubernetes,5,4567000.0,2023,Yes
DevOps Engineer,Deloitte,Bengaluru,0-2 yrs,AWS|Docker|CI/CD|Kubernetes,4,1455000.0,2024,No
Product Manager,Wipro,Chennai,2-5 yrs,Agile|Data Analysis|Roadmapping|User Research|Figma|Jira,6,1571000.0,2023,Yes
Cloud Architect,Accenture,Remote,0-2 yrs,GCP|Kubernetes|Networking|Terraform|Docker|Linux|Cost Optimization,7,1949000.0,2023,Yes
UI/UX Designer,Salesforce,Chennai,2-5 yrs,HTML/CSS|Figma|Prototyping|User Research|Wireframing,5,824000.0,2024,Yes
Cybersecurity Analyst,Capgemini,Remote,8+ yrs,SIEM|Python|Penetration Testing|Network Security|Linux|AWS Security,6,2298000.0,2022,Yes
Backend Developer,Amazon,Delhi NCR,5-8 yrs,Git|Python|Docker|REST APIs|Go,5,2004000.0,2023,Yes
Backend Developer,Razorpay,Kolkata,5-8 yrs,Docker|Python|Git|Go|Redis,5,1517000.0,2024,No
DevOps Engineer,Paytm,Pune,5-8 yrs,Linux|AWS|Kubernetes|CI/CD,4,2318000.0,2022,No
Frontend Developer,Salesforce,Kolkata,0-2 yrs,React|Git|JavaScript|Vue.js|Webpack|GraphQL,6,962000.0,2023,Yes
Machine Learning Engineer,Razorpay,Pune,5-8 yrs,Deep Learning|Docker|Machine Learning|MLOps|Python|Kubernetes|Spark|Scala,8,2874000.0,2024,No
Backend Developer,Nykaa,Bengaluru,2-5 yrs,Python|Git|Docker|SQL|PostgreSQL|Go|Node.js,7,1515000.0,2022,No
UI/UX Designer,BYJU'S,Mumbai,5-8 yrs,HTML/CSS|User Research|Figma|Prototyping,4,1105000.0,2022,No
Frontend Developer,Deloitte,Ahmedabad,2-5 yrs,TypeScript|Git|JavaScript,3,1300000.0,2024,Yes
Backend Developer,Salesforce,Delhi NCR,2-5 yrs,Python|Docker|Git|SQL|Redis|AWS|Kubernetes,7,1335000.0,2023,Yes
Data Analyst,Swiggy,Remote,0-2 yrs,Python|Excel|Data Visualization|Statistics|SQL,5,550000.0,2022,Yes
Cybersecurity Analyst,Google,Kolkata,2-5 yrs,Penetration Testing|Network Security|SIEM,3,1452000.0,2022,Yes
Data Scientist,Freshworks,Kolkata,8+ yrs,SQL|Machine Learning|Statistics|Data Visualization|Tableau|Spark|AWS,7,2923000.0,2024,No
Cloud Architect,BYJU'S,Remote,2-5 yrs,Azure|GCP|Networking|Kubernetes|Security,5,2549000.0,2023,Yes
NLP Engineer,Swiggy,Pune,0-2 yrs,Transformers|Machine Learning|Deep Learning,3,1476000.0,2022,No
Machine Learning Engineer,Paytm,Kolkata,5-8 yrs,MLOps|Docker|Machine Learning|Deep Learning|Spark|GCP|AWS,7,2343000.0,2023,Yes
NLP Engineer,Infosys,Delhi NCR,2-5 yrs,Machine Learning|NLP|Deep Learning|Transformers|Python|AWS,6,2211000.0,2023,No
Backend Developer,Zomato,Ahmedabad,8+ yrs,SQL|Docker|Python|Go|AWS|Kubernetes,6,2190000.0,2022,No
Product Manager,Razorpay,Ahmedabad,8+ yrs,Roadmapping|Agile|Stakeholder Management|Figma,4,3134000.0,2024,No
UI/UX Designer,Zomato,Kolkata,2-5 yrs,User Research|HTML/CSS|Prototyping|Wireframing|Accessibility|Adobe XD|Motion Design,7,796000.0,2022,Yes
Data Scientist,Microsoft,Chennai,0-2 yrs,Statistics|Machine Learning|Data Visualization|NLP|AWS,5,1006000.0,2022,No
UI/UX Designer,Freshworks,Ahmedabad,5-8 yrs,User Research|Wireframing|HTML/CSS|Figma|Accessibility|Sketch,6,1416000.0,2022,Yes
DevOps Engineer,Meesho,Kolkata,0-2 yrs,CI/CD|Kubernetes|Docker|Monitoring|Ansible|GCP,6,994000.0,2022,Yes
DevOps Engineer,PhonePe,Ahmedabad,8+ yrs,AWS|CI/CD|Kubernetes,3,2769000.0,2022,No
Data Scientist,Adobe,Chennai,8+ yrs,Statistics|Python|SQL|Data Visualization,4,2618000.0,2024,No
Machine Learning Engineer,Adobe,Delhi NCR,0-2 yrs,Deep Learning|Python|Machine Learning|Docker|MLOps|Scala|Spark,7,1756000.0,2023,Yes
Product Manager,Nykaa,Bengaluru,5-8 yrs,Agile|Product Strategy|Data Analysis|Roadmapping|A/B Testing|Figma,6,2378000.0,2022,No
NLP Engineer,Adobe,Hyderabad,8+ yrs,NLP|Python|Deep Learning|Transformers,4,2844000.0,2022,No
DevOps Engineer,Microsoft,Pune,8+ yrs,CI/CD|AWS|Linux|Kubernetes|Docker|Monitoring|Python|Ansible,8,3098000.0,2024,No
Product Manager,OLA,Pune,2-5 yrs,Roadmapping|Product Strategy|Data Analysis|Agile,4,1842000.0,2022,Yes
Machine Learning Engineer,Infosys,Hyderabad,0-2 yrs,Python|Machine Learning|Deep Learning|AWS|Kubernetes,5,1556000.0,2022,Yes
NLP Engineer,Zoho,Hyderabad,5-8 yrs,Deep Learning|Python|Machine Learning|Hugging Face|AWS|GPT,6,2062000.0,2024,Yes
Machine Learning Engineer,IBM,Hyderabad,0-2 yrs,Machine Learning|Docker|Python|Kubernetes|Spark|AWS,6,1443000.0,2022,No
Backend Developer,Zoho,Mumbai,8+ yrs,Git|Python|REST APIs|Docker|Redis|Node.js,6,2115000.0,2023,Yes
Product Manager,IBM,Hyderabad,2-5 yrs,Agile|Stakeholder Management|Roadmapping|Product Strategy|Data Analysis,5,1581000.0,2024,No
UI/UX Designer,Nykaa,Pune,8+ yrs,Wireframing|HTML/CSS|Prototyping|Sketch|Adobe XD|Motion Design,6,1830000.0,2024,No
Frontend Developer,Amazon,Bengaluru,2-5 yrs,HTML/CSS|JavaScript|Git|GraphQL|Vue.js|Figma,6,1379000.0,2022,Yes
Full Stack Developer,IBM,Hyderabad,5-8 yrs,Git|Node.js|SQL|React|Docker|MongoDB|GraphQL,7,1741000.0,2023,No
Product Manager,Infosys,Mumbai,2-5 yrs,Roadmapping|Stakeholder Management|Agile|A/B Testing|User Research,5,1846000.0,2023,Yes
Machine Learning Engineer,Swiggy,Bengaluru,8+ yrs,MLOps|Machine Learning|Docker|GCP|Kubernetes,5,3572000.0,2022,Yes
UI/UX Designer,Paytm,Hyderabad,2-5 yrs,Prototyping|User Research|HTML/CSS|Motion Design|Sketch|Adobe XD,6,922000.0,2022,No
Product Manager,Infosys,Delhi NCR,5-8 yrs,Roadmapping|Stakeholder Management|Product Strategy|Agile|SQL|A/B Testing|Figma,7,2042000.0,2023,No
Machine Learning Engineer,Nykaa,Ahmedabad,2-5 yrs,MLOps|Python|Machine Learning|AWS|GCP|Spark,6,1726000.0,2024,No
UI/UX Designer,Zoho,Mumbai,0-2 yrs,Wireframing|HTML/CSS|Prototyping|Figma|User Research|Accessibility|Usability Testing,7,644000.0,2023,Yes
Backend Developer,IBM,Delhi NCR,5-8 yrs,SQL|Git|Docker|REST APIs|AWS|Go|Redis,7,2171000.0,2024,Yes
NLP Engineer,Infosys,Ahmedabad,2-5 yrs,Python|Deep Learning|Transformers|Machine Learning|NLP|BERT|GPT|Hugging Face,8,1760000.0,2023,No
Data Analyst,PhonePe,Delhi NCR,8+ yrs,Data Visualization|SQL|Excel|Statistics|Power BI,5,1726000.0,2024,No
Product Manager,TCS,Chennai,2-5 yrs,Stakeholder Management|Agile|Data Analysis|Product Strategy|Figma|SQL,6,1526000.0,2022,Yes
Product Manager,Infosys,Kolkata,5-8 yrs,Data Analysis|Stakeholder Management|Product Strategy|Roadmapping,4,2060000.0,2022,No
Data Analyst,BYJU'S,Mumbai,5-8 yrs,Python|Excel|Data Visualization|Statistics|R|Tableau|Power BI,7,1239000.0,2024,No
Frontend Developer,Freshworks,Mumbai,2-5 yrs,JavaScript|Git|React|HTML/CSS,4,1165000.0,2024,No
Product Manager,Salesforce,Kolkata,0-2 yrs,Roadmapping|Agile|Stakeholder Management|Product Strategy|Data Analysis|A/B Testing|SQL,7,1391000.0,2022,Yes
Cloud Architect,Amazon,Mumbai,0-2 yrs,Terraform|Azure|Networking,3,1581000.0,2023,No
Data Analyst,Accenture,Hyderabad,8+ yrs,Python|SQL|Data Visualization|Excel|Google Analytics|R|Tableau,7,1550000.0,2022,Yes
Cloud Architect,Flipkart,Pune,2-5 yrs,AWS|Terraform|Networking|Docker,4,2365000.0,2024,Yes
Cloud Architect,Microsoft,Delhi NCR,0-2 yrs,Azure|Terraform|GCP|Security,4,1811000.0,2023,Yes
Product Manager,OLA,Bengaluru,5-8 yrs,Stakeholder Management|Product Strategy|Roadmapping|Data Analysis|Agile|Jira|Figma|A/B Testing,8,2395000.0,2022,No
Product Manager,PhonePe,Delhi NCR,2-5 yrs,Stakeholder Management|Data Analysis|Agile,3,1840000.0,2022,Yes
UI/UX Designer,Accenture,Delhi NCR,5-8 yrs,Prototyping|Figma|Wireframing|User Research|Usability Testing|Adobe XD,6,1402000.0,2024,No
Backend Developer,Flipkart,Bengaluru,2-5 yrs,REST APIs|Git|SQL|Docker,4,1531000.0,2024,No
Full Stack Developer,Microsoft,Delhi NCR,8+ yrs,React|Docker|JavaScript|Git|SQL|AWS|Next.js,7,2912000.0,2024,No
NLP Engineer,BYJU'S,Kolkata,5-8 yrs,Transformers|Machine Learning|Deep Learning|NLP|Python|Hugging Face,6,2446000.0,2022,Yes
UI/UX Designer,Google,Pune,0-2 yrs,Prototyping|HTML/CSS|Wireframing|Accessibility|Sketch,5,597000.0,2023,Yes
Cybersecurity Analyst,Swiggy,Chennai,2-5 yrs,Penetration Testing|Network Security|Linux|AWS Security|Forensics,5,1242000.0,2023,No
Backend Developer,Salesforce,Bengaluru,0-2 yrs,Python|Git|Docker|SQL|PostgreSQL,5,1151000.0,2024,No
Frontend Developer,IBM,Ahmedabad,0-2 yrs,React|JavaScript|Git|GraphQL,4,710000.0,2023,No
Cloud Architect,Razorpay,Bengaluru,8+ yrs,Networking|AWS|GCP|Kubernetes|Azure,5,4539000.0,2023,Yes
Cybersecurity Analyst,Paytm,Delhi NCR,5-8 yrs,Network Security|SIEM|Python|Linux|Penetration Testing|Ethical Hacking|AWS Security|Forensics,8,1904000.0,2023,No
Product Manager,Deloitte,Chennai,2-5 yrs,Data Analysis|Stakeholder Management|Agile|Product Strategy|Roadmapping|A/B Testing,6,1622000.0,2023,No
Machine Learning Engineer,Adobe,Remote,8+ yrs,MLOps|Python|Deep Learning|Machine Learning|AWS|GCP,6,3697000.0,2024,Yes
Cloud Architect,Meesho,Mumbai,8+ yrs,Terraform|Azure|GCP|Linux|CI/CD,5,4894000.0,2022,No
Data Analyst,Flipkart,Remote,8+ yrs,Python|SQL|Data Visualization|Statistics|Excel,5,1751000.0,2024,Yes
Machine Learning Engineer,Adobe,Chennai,2-5 yrs,Deep Learning|Docker|MLOps|Machine Learning,4,1860000.0,2023,Yes
UI/UX Designer,Capgemini,Kolkata,5-8 yrs,User Research|Prototyping|Figma|Wireframing|HTML/CSS,5,1413000.0,2024,Yes
Cloud Architect,Amazon,Pune,2-5 yrs,GCP|Azure|AWS|CI/CD|Docker|Cost Optimization,6,1894000.0,2022,Yes
Machine Learning Engineer,Amazon,Pune,0-2 yrs,MLOps|Deep Learning|Docker|Machine Learning,4,1152000.0,2024,No
Full Stack Developer,Deloitte,Delhi NCR,8+ yrs,Docker|Git|SQL|Node.js|Next.js|TypeScript|MongoDB,7,2543000.0,2023,No
Data Scientist,IBM,Ahmedabad,5-8 yrs,SQL|Statistics|Data Visualization|Machine Learning,4,2264000.0,2023,Yes
Cloud Architect,OLA,Pune,0-2 yrs,AWS|Azure|Networking|Terraform|GCP,5,1835000.0,2022,No
Data Scientist,Wipro,Remote,5-8 yrs,Machine Learning|SQL|Python|Statistics|Data Visualization|Tableau|Deep Learning|R,8,1652000.0,2022,Yes
Cloud Architect,IBM,Kolkata,5-8 yrs,GCP|Terraform|AWS|Networking|Azure,5,2705000.0,2023,No
Machine Learning Engineer,Wipro,Chennai,0-2 yrs,Machine Learning|Python|MLOps|Docker,4,1377000.0,2022,No
NLP Engineer,PhonePe,Bengaluru,2-5 yrs,NLP|Deep Learning|Transformers|Machine Learning|BERT,5,2114000.0,2022,Yes
Machine Learning Engineer,Zomato,Bengaluru,2-5 yrs,Deep Learning|MLOps|Python|Machine Learning|Scala|Kubernetes|AWS,7,1971000.0,2024,No
Data Analyst,Amazon,Pune,0-2 yrs,Statistics|Python|Data Visualization|SQL|Excel|Tableau|Google Analytics,7,578000.0,2024,Yes
Cybersecurity Analyst,BYJU'S,Remote,2-5 yrs,Penetration Testing|Network Security|Python|SIEM|Forensics|Compliance,6,1158000.0,2022,Yes
Backend Developer,Zomato,Pune,2-5 yrs,Python|SQL|Git|Redis|Node.js|AWS,6,1240000.0,2023,Yes
Frontend Developer,Accenture,Delhi NCR,2-5 yrs,React|TypeScript|Git|HTML/CSS|Next.js,5,1060000.0,2024,Yes
Machine Learning Engineer,Nykaa,Mumbai,2-5 yrs,Docker|Python|Deep Learning|AWS|Scala|GCP,6,2273000.0,2023,Yes
Frontend Developer,Microsoft,Kolkata,8+ yrs,TypeScript|JavaScript|Git|Figma|GraphQL,5,1939000.0,2022,Yes
Cloud Architect,Salesforce,Mumbai,8+ yrs,Kubernetes|AWS|Networking|Linux|Docker,5,4242000.0,2024,Yes
Cybersecurity Analyst,Deloitte,Pune,0-2 yrs,Penetration Testing|Python|Linux|SIEM|Incident Response|Compliance,6,1003000.0,2023,Yes
Cloud Architect,Amazon,Ahmedabad,5-8 yrs,GCP|Networking|Terraform|Azure,4,3142000.0,2022,No
Full Stack Developer,Freshworks,Delhi NCR,2-5 yrs,React|Node.js|SQL|Git|MongoDB|GraphQL,6,1565000.0,2024,Yes
NLP Engineer,Paytm,Chennai,5-8 yrs,NLP|Transformers|Deep Learning|Python|Machine Learning|GPT|BERT,7,2116000.0,2024,No
Machine Learning Engineer,Deloitte,Delhi NCR,8+ yrs,Deep Learning|MLOps|Docker|Machine Learning|AWS|GCP|Spark,7,2929000.0,2023,No
Data Scientist,Paytm,Pune,0-2 yrs,Data Visualization|Statistics|SQL|Machine Learning|NLP|Spark|Deep Learning,7,1253000.0,2024,No
UI/UX Designer,OLA,Kolkata,0-2 yrs,Figma|User Research|HTML/CSS|Wireframing|Motion Design|Adobe XD,6,583000.0,2022,No
Data Analyst,Zomato,Hyderabad,5-8 yrs,Excel|SQL|Data Visualization|Statistics|Python|Tableau|Power BI|R,8,1090000.0,2022,Yes
Backend Developer,Meesho,Chennai,5-8 yrs,Python|SQL|Git|Go,4,1834000.0,2023,Yes
Product Manager,Razorpay,Hyderabad,0-2 yrs,Roadmapping|Product Strategy|Stakeholder Management|Data Analysis|Agile|Jira|Figma,7,1213000.0,2022,Yes
Backend Developer,Flipkart,Bengaluru,5-8 yrs,Docker|Git|REST APIs|Go|AWS,5,1517000.0,2024,No
Cloud Architect,Capgemini,Kolkata,2-5 yrs,AWS|Terraform|GCP|Networking|Azure|Cost Optimization|Security|CI/CD,8,1886000.0,2024,No
Cloud Architect,Deloitte,Mumbai,2-5 yrs,Terraform|Kubernetes|Azure|Networking|AWS,5,2212000.0,2023,Yes
NLP Engineer,Infosys,Kolkata,5-8 yrs,Python|NLP|Deep Learning|Machine Learning|Transformers|Hugging Face|Spark|GPT,8,2228000.0,2023,Yes
Cloud Architect,Capgemini,Ahmedabad,8+ yrs,Kubernetes|GCP|Terraform|AWS,4,3635000.0,2023,No
Machine Learning Engineer,Infosys,Remote,2-5 yrs,Python|MLOps|Machine Learning|Docker|Deep Learning|Kubernetes,6,1975000.0,2022,Yes
Data Analyst,TCS,Hyderabad,0-2 yrs,Statistics|Excel|Python|SQL|Data Visualization|R|Tableau,7,593000.0,2023,Yes
Product Manager,Infosys,Hyderabad,0-2 yrs,Stakeholder Management|Agile|Roadmapping|Data Analysis|Product Strategy,5,1396000.0,2022,Yes
Backend Developer,Amazon,Hyderabad,0-2 yrs,Git|Python|REST APIs|SQL|AWS,5,821000.0,2024,Yes
Backend Developer,Accenture,Mumbai,0-2 yrs,Git|Python|REST APIs|Docker,4,897000.0,2022,Yes
UI/UX Designer,Freshworks,Pune,5-8 yrs,Prototyping|User Research|Wireframing|Figma|Sketch,5,1102000.0,2024,Yes
Data Analyst,Zomato,Bengaluru,8+ yrs,Python|Statistics|Data Visualization|Excel|Google Analytics|R|Power BI,7,2020000.0,2023,No
Frontend Developer,Razorpay,Remote,8+ yrs,JavaScript|React|Git|TypeScript|Figma,5,1714000.0,2023,Yes
DevOps Engineer,Wipro,Chennai,8+ yrs,Linux|Kubernetes|Docker|Ansible|GCP,5,2943000.0,2022,No
UI/UX Designer,Salesforce,Pune,2-5 yrs,User Research|Figma|Prototyping|HTML/CSS|Motion Design,5,918000.0,2023,No
Full Stack Developer,BYJU'S,Mumbai,2-5 yrs,React|Git|JavaScript|Docker,4,1437000.0,2023,No
Data Analyst,Deloitte,Remote,5-8 yrs,SQL|Statistics|Python|Excel|Data Visualization|Power BI|Google Analytics|Tableau,8,980000.0,2022,Yes
Machine Learning Engineer,Microsoft,Bengaluru,5-8 yrs,Docker|Deep Learning|Python|Machine Learning|MLOps|GCP,6,3008000.0,2024,No
Frontend Developer,Microsoft,Remote,5-8 yrs,TypeScript|Git|React|JavaScript|HTML/CSS,5,1781000.0,2022,Yes
DevOps Engineer,Adobe,Ahmedabad,5-8 yrs,Kubernetes|AWS|Docker|CI/CD|Linux|Python|GCP,7,1877000.0,2022,No
Data Scientist,Paytm,Kolkata,2-5 yrs,SQL|Machine Learning|Data Visualization|Statistics|Python|Deep Learning,6,1676000.0,2022,Yes
Frontend Developer,Amazon,Delhi NCR,8+ yrs,TypeScript|JavaScript|Git|React|Figma,5,2355000.0,2023,No
UI/UX Designer,Salesforce,Chennai,5-8 yrs,HTML/CSS|Wireframing|Prototyping|Figma|User Research|Adobe XD,6,1217000.0,2023,No
Product Manager,OLA,Kolkata,5-8 yrs,Data Analysis|Product Strategy|Roadmapping|Figma|Jira,5,2474000.0,2022,Yes
Cloud Architect,Flipkart,Remote,2-5 yrs,Kubernetes|Networking|Terraform|GCP|Azure|Security|Docker,7,2057000.0,2024,Yes
Cloud Architect,Accenture,Bengaluru,0-2 yrs,Kubernetes|Azure|Networking|Terraform|Docker|Security|CI/CD,7,1579000.0,2023,No
UI/UX Designer,PhonePe,Kolkata,2-5 yrs,User Research|HTML/CSS|Prototyping|Sketch|Motion Design,5,952000.0,2022,Yes
Data Analyst,Capgemini,Bengaluru,0-2 yrs,Statistics|SQL|Data Visualization|Power BI|Tableau|R,6,681000.0,2023,No
Cybersecurity Analyst,Adobe,Hyderabad,5-8 yrs,Python|SIEM|Network Security|AWS Security,4,2104000.0,2022,Yes
UI/UX Designer,Paytm,Mumbai,0-2 yrs,Figma|Wireframing|Prototyping|User Research|Accessibility|Adobe XD|Motion Design,7,677000.0,2024,No
Machine Learning Engineer,OLA,Delhi NCR,0-2 yrs,Python|MLOps|Machine Learning|Docker|Deep Learning|Spark|GCP,7,1726000.0,2024,No
DevOps Engineer,Wipro,Chennai,2-5 yrs,Linux|Kubernetes|CI/CD|Ansible,4,1294000.0,2022,Yes
Machine Learning Engineer,BYJU'S,Mumbai,0-2 yrs,Deep Learning|Docker|MLOps,3,1395000.0,2023,No
DevOps Engineer,Salesforce,Remote,0-2 yrs,Kubernetes|Linux|CI/CD|Docker|AWS|Ansible|GCP,7,1032000.0,2022,Yes
Data Scientist,TCS,Kolkata,0-2 yrs,SQL|Data Visualization|Statistics|Spark|R|NLP,6,1192000.0,2024,No
Cybersecurity Analyst,Freshworks,Mumbai,5-8 yrs,Python|Penetration Testing|Network Security|Compliance,4,2199000.0,2022,Yes
Backend Developer,TCS,Delhi NCR,8+ yrs,Docker|Python|Git|REST APIs|SQL|Redis,6,2163000.0,2023,Yes
Backend Developer,Accenture,Remote,2-5 yrs,Git|REST APIs|Docker|Python|PostgreSQL|Redis|Kubernetes,7,1246000.0,2023,Yes
Data Scientist,Accenture,Bengaluru,5-8 yrs,SQL|Data Visualization|Machine Learning|Python,4,2513000.0,2022,No
Frontend Developer,Salesforce,Bengaluru,5-8 yrs,TypeScript|HTML/CSS|JavaScript|Webpack|Next.js,5,1470000.0,2023,Yes
DevOps Engineer,Swiggy,Bengaluru,0-2 yrs,AWS|Linux|Docker|Azure|Python,5,1405000.0,2023,Yes
Product Manager,Flipkart,Delhi NCR,5-8 yrs,Agile|Stakeholder Management|Product Strategy|Roadmapping|SQL|A/B Testing,6,2661000.0,2022,Yes
Machine Learning Engineer,Razorpay,Pune,5-8 yrs,MLOps|Machine Learning|Docker|Python|Deep Learning|GCP|Kubernetes,7,2716000.0,2023,No
Product Manager,Amazon,Mumbai,0-2 yrs,Agile|Product Strategy|Stakeholder Management,3,1513000.0,2023,No
Data Analyst,Nykaa,Hyderabad,8+ yrs,SQL|Data Visualization|Python|Excel|Power BI|Google Analytics,6,1684000.0,2024,No
NLP Engineer,Zoho,Hyderabad,0-2 yrs,NLP|Deep Learning|Python|AWS,4,1448000.0,2024,Yes
Cloud Architect,Google,Chennai,5-8 yrs,AWS|Terraform|Kubernetes|Networking|CI/CD|Linux|Security,7,3187000.0,2024,Yes
NLP Engineer,Adobe,Ahmedabad,2-5 yrs,Transformers|Deep Learning|Machine Learning|NLP|Python|Hugging Face|AWS|BERT,8,1557000.0,2024,No
Data Scientist,Salesforce,Chennai,5-8 yrs,Statistics|SQL|Python|Data Visualization,4,2164000.0,2024,Yes
UI/UX Designer,OLA,Ahmedabad,2-5 yrs,Figma|HTML/CSS|Wireframing|User Research|Prototyping|Motion Design|Usability Testing,7,857000.0,2022,Yes
Frontend Developer,IBM,Pune,2-5 yrs,HTML/CSS|Git|React|JavaScript|Webpack,5,1075000.0,2023,No
NLP Engineer,Swiggy,Bengaluru,5-8 yrs,Deep Learning|NLP|Machine Learning|Hugging Face|BERT,5,2997000.0,2022,No
Data Analyst,TCS,Chennai,0-2 yrs,Excel|Python|Data Visualization|SQL,4,594000.0,2023,No
Product Manager,IBM,Remote,0-2 yrs,Stakeholder Management|Data Analysis|Product Strategy|Agile|Roadmapping|A/B Testing|User Research,7,1059000.0,2023,Yes
Frontend Developer,Zomato,Hyderabad,0-2 yrs,JavaScript|TypeScript|Git,3,837000.0,2023,No
Product Manager,TCS,Mumbai,0-2 yrs,Product Strategy|Data Analysis|Stakeholder Management|Roadmapping|Agile|SQL,6,1367000.0,2022,Yes
NLP Engineer,Swiggy,Bengaluru,2-5 yrs,Machine Learning|NLP|Transformers|Python|Deep Learning|Spark|BERT,7,1971000.0,2024,No
Full Stack Developer,PhonePe,Kolkata,2-5 yrs,Node.js|React|JavaScript|Git|Docker|MongoDB|GraphQL,7,1148000.0,2022,No
UI/UX Designer,Capgemini,Pune,2-5 yrs,HTML/CSS|User Research|Wireframing|Figma|Prototyping|Sketch,6,989000.0,2022,Yes
NLP Engineer,Capgemini,Hyderabad,0-2 yrs,NLP|Machine Learning|Transformers|Python|Deep Learning|BERT|Hugging Face|GPT,8,1090000.0,2022,No
Backend Developer,Zomato,Mumbai,8+ yrs,SQL|Git|REST APIs|Docker|Python,5,2259000.0,2024,Yes
Backend Developer,Deloitte,Delhi NCR,8+ yrs,Docker|Git|REST APIs|SQL|Python|Kubernetes,6,1959000.0,2022,Yes
NLP Engineer,Nykaa,Pune,8+ yrs,Python|Deep Learning|Machine Learning|GPT|AWS|Hugging Face,6,2972000.0,2022,No
Product Manager,Freshworks,Ahmedabad,0-2 yrs,Agile|Roadmapping|Product Strategy|Stakeholder Management|User Research|Figma,6,1133000.0,2023,Yes
Cloud Architect,Google,Delhi NCR,2-5 yrs,Kubernetes|Azure|Terraform|AWS|Networking|Security|Linux|Cost Optimization,8,2211000.0,2024,No
NLP Engineer,Google,Hyderabad,8+ yrs,NLP|Deep Learning|Machine Learning|Python|Transformers,5,3182000.0,2024,Yes
Machine Learning Engineer,Accenture,Remote,0-2 yrs,Python|MLOps|Docker|Deep Learning|Kubernetes|GCP,6,1488000.0,2023,Yes
Frontend Developer,Freshworks,Delhi NCR,5-8 yrs,Git|HTML/CSS|JavaScript|React|TypeScript|Webpack|Next.js|Vue.js,8,1625000.0,2023,No
Backend Developer,OLA,Delhi NCR,5-8 yrs,Python|Git|SQL|Docker,4,1714000.0,2022,No
DevOps Engineer,Flipkart,Remote,0-2 yrs,Kubernetes|AWS|Docker|Linux|Terraform,5,971000.0,2022,Yes
UI/UX Designer,Flipkart,Pune,8+ yrs,User Research|Figma|HTML/CSS|Prototyping|Wireframing|Adobe XD|Motion Design|Usability Testing,8,1635000.0,2024,Yes
Data Scientist,IBM,Pune,8+ yrs,Python|SQL|Data Visualization|Machine Learning|Statistics|Deep Learning,6,2159000.0,2024,Yes
UI/UX Designer,Google,Kolkata,5-8 yrs,Wireframing|Prototyping|HTML/CSS|Figma|User Research|Adobe XD|Accessibility,7,1317000.0,2022,Yes
Machine Learning Engineer,Capgemini,Bengaluru,2-5 yrs,Machine Learning|Docker|Python|Deep Learning|MLOps|Spark,6,1718000.0,2024,Yes
